station_id,obsTime,ELEV,WDIR,WDSD,TEMP,HUMD,PRES,SUN,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT
C0F9Z0,2020-03-21 06:00:00,3193,301,3.4,5,0.35,697.6,,0.5,13.8,311,,6.4,,4.5,
C0M410,2020-03-21 06:00:00,245,-99,-99,-99,-99,-99,,-99,-99,-99,-99,-999,,-999,
C0I410,2020-03-21 06:00:00,180,341,0.5,19.7,0.95,995.1,,0,-99,-99,-99,21.3,,19.7,
C0R840,2020-03-21 06:00:00,536,44,2.5,18.2,-99,956,,0,-99,-99,-99,18.2,,17.9,
C0K250,2020-03-21 06:00:00,12,13,0.5,18.8,0.98,1014.8,,0,-99,-99,-99,19.8,,18.5,
C0AH80,2020-03-21 06:00:00,68,0,0,18.9,0.98,1008.3,,0,-99,-99,-99,20.3,,18.8,
C0V640,2020-03-21 06:00:00,35,54,2,20.5,0.98,1011.9,,0,-99,-99,-99,22.2,,20.4,
C0S920,2020-03-21 06:00:00,98,317,0.5,18.7,0.97,1001.1,,0,-99,-99,-99,20.4,,18.7,
C0S830,2020-03-21 06:00:00,288,0,0.1,20.5,0.86,985.4,,0,-99,-99,-99,20.6,,19.5,
C0V800,2020-03-21 06:00:00,256,0,0.2,19.5,0.94,985.2,,0,-99,-99,-99,21.9,,19.5,
C0R140,2020-03-21 06:00:00,740,115,0.9,17.7,0.85,935.5,,0,-99,-99,-99,17.7,,17.2,
C0K410,2020-03-21 06:00:00,20,30,1.6,19.6,0.95,1012.8,,0,-99,-99,-99,20.9,,19.6,
C0F000,2020-03-21 06:00:00,273,0,0.2,18.1,0.99,982.3,,0,-99,-99,-99,19,,18.1,
C0W150,2020-03-21 06:00:00,42,0,0,16.5,0.96,1012.8,,0,-99,-99,-99,17.5,,16.3,
C0AH90,2020-03-21 06:00:00,660,0,0,12.3,0.99,945.5,,0.5,-99,-99,-99,14.4,,12.3,
C0F9K0,2020-03-21 06:00:00,30,68,1.1,19.7,0.98,1011.5,,0,-99,-99,-99,20.8,,19.7,
C0H990,2020-03-21 06:00:00,3076,216,4.9,5.2,0.48,707.7,,0,-99,-99,-99,5.8,,2.6,
C0V260,2020-03-21 06:00:00,126,46,0.4,19.3,0.99,1001.4,,0,-99,-99,-99,21.6,,19.2,
C0S970,2020-03-21 06:00:00,19,294,2.6,20.3,0.88,1014.3,,0,-99,-99,-99,21.3,,20.3,
C0U940,2020-03-21 06:00:00,25,254,1.6,17.5,1,1015.2,,0,-99,-99,-99,19.3,,17.2,
C0A860,2020-03-21 06:00:00,362,0,0,17.5,1,975.1,,0,-99,-99,-99,19.1,,16.9,
C0I480,2020-03-21 06:00:00,2165,0,0,6.9,0.84,791.1,,0,-99,-99,-99,8.8,,6.8,
C0G910,2020-03-21 06:00:00,42,329,1.5,19.9,0.98,1011.9,,0,-99,-99,-99,20.7,,19.9,
C0X080,2020-03-21 06:00:00,2,42,1,19.1,0.98,1015.6,,0,-99,-99,-99,20.1,,19.1,
C0AH00,2020-03-21 06:00:00,38,0,0,19.7,1,1012.1,,0,-99,-99,-99,20.4,,19.6,
C0V700,2020-03-21 06:00:00,24,22,0.8,22.8,0.83,1012.3,,0,-99,-99,-99,24,,22.8,
C0AD00,2020-03-21 06:00:00,86,221,0.3,20.5,0.93,1007.1,,0,-99,-99,-99,20.5,,19.1,
C0O900,2020-03-21 06:00:00,9,18,0.7,19.4,0.99,1015.1,,0,-99,-99,-99,20.7,,19.4,
C0R570,2020-03-21 06:00:00,37,352,0.9,21.5,0.87,1010.4,,0,-99,-99,-99,23,,21.1,
C0AG90,2020-03-21 06:00:00,25,0,0,20.4,1,1014.4,,0,-99,-99,-99,21.4,,20.4,
C0V760,2020-03-21 06:00:00,30,55,1,20.9,1,1012.9,,0,-99,-99,-99,22.7,,20.9,
C0T9I0,2020-03-21 06:00:00,152,213,2.4,18.3,0.96,1000.7,,0,-99,-99,-99,19.4,,18.1,
C0O980,2020-03-21 06:00:00,18,58,1.1,19.4,0.99,1015.1,,0,-99,-99,-99,20.8,,19.2,
C0R270,2020-03-21 06:00:00,51,124,0.8,20.9,1,1009,,0,-99,-99,-99,22.5,,20.8,
C0T9H0,2020-03-21 06:00:00,725,0,0,16.4,0.99,936.3,,0,-99,-99,-99,16.9,,16,
C0A660,2020-03-21 06:00:00,97,0,0.2,19.1,0.91,1005.6,,0,-99,-99,-99,21.1,,18.8,
C0A890,2020-03-21 06:00:00,40,0,0,16.4,0.99,1011.7,,0,-99,-99,-99,18.6,,16.4,
C0O840,2020-03-21 06:00:00,134,0,0,19.5,1,998.8,,0,-99,-99,-99,20.7,,18.4,
C0R530,2020-03-21 06:00:00,16,110,2,21.5,0.78,1014,,0,-99,-99,-99,23.9,,21.5,
C0G870,2020-03-21 06:00:00,12,44,0.5,20.1,0.93,1015.5,,0,-99,-99,-99,21.3,,20.1,
C0M820,2020-03-21 06:00:00,980,78,0.9,14.8,0.81,908.8,,0,-99,-99,-99,17.2,,14.4,
C0F9S0,2020-03-21 06:00:00,43,342,1.1,20.4,0.91,1011.3,,0,-99,-99,-99,21.5,,20.4,
C0R160,2020-03-21 06:00:00,45,6,0.5,20,0.99,1010,,0,-99,-99,-99,22,,19.9,
C0A950,2020-03-21 06:00:00,60,4,1.5,20.5,0.98,1010.4,,0,-99,-99,-99,22.1,,20.3,
C0F9L0,2020-03-21 06:00:00,253,341,0.3,18.6,0.99,986.5,,0,-99,-99,-99,19.6,,18.1,
C0R550,2020-03-21 06:00:00,38,192,0.7,20,1,1012.3,,0,-99,-99,-99,21.4,,19.9,
C0V530,2020-03-21 06:00:00,34,66,0.5,19.8,1,1011.8,,0,-99,-99,-99,21.5,,19.4,
C0AI10,2020-03-21 06:00:00,76,200,0.4,18.5,0.93,1007.6,,0,-99,-99,-99,20.7,,18.5,
C0F9U0,2020-03-21 06:00:00,74,283,0.9,20.8,0.93,1007.6,,0,-99,-99,-99,22.1,,20.8,
C0V680,2020-03-21 06:00:00,40,4,0.9,21.2,0.89,1011.1,,0,-99,-99,-99,23,,21.2,
C0Z290,2020-03-21 06:00:00,946,0,0,15.9,0.95,912.3,,0,-99,-99,-99,16.2,,15.1,
CM0120,2020-03-21 06:00:00,4,52,2.7,21.1,0.84,1015.4,,0,-99,-99,-99,22.3,,21,
C0G760,2020-03-21 06:00:00,53,0,0.2,19.7,0.99,1012.4,,0,-99,-99,-99,21.1,,19.6,
C0K450,2020-03-21 06:00:00,35,333,0.7,20,0.93,1011.3,,0,-99,-99,-99,21,,19.9,
C0E820,2020-03-21 06:00:00,220,0,0,17.5,0.95,991.6,,0,-99,-99,-99,17.8,,17.3,
C0A530,2020-03-21 06:00:00,300,0,0,16.6,0.99,982.8,,0,-99,-99,-99,17.7,,16.5,
C0M520,2020-03-21 06:00:00,15,49,1,19,0.96,1013.9,,0,-99,-99,-99,20.2,,19,
C0K240,2020-03-21 06:00:00,1132,131,3.4,15.9,0.9,894.6,,0,-99,-99,-99,17,,15.5,
C0V210,2020-03-21 06:00:00,734,0,0,15,0.88,935.7,,0,-99,-99,-99,18.6,,14.9,
C0Z320,2020-03-21 06:00:00,646,261,1.3,14.2,1,944.4,,0,-99,-99,-99,16.4,,14.2,
C0R600,2020-03-21 06:00:00,766,75,1.5,19.6,0.86,930,,0,-99,-99,-99,19.7,,19.2,
C0C650,2020-03-21 06:00:00,208,0,0,18.3,0.96,992.6,,0,-99,-99,-99,19.4,,17.8,
C0F9I0,2020-03-21 06:00:00,194,351,1.7,18.6,1,993.1,,0,-99,-99,-99,19.8,,18.3,
C0T820,2020-03-21 06:00:00,550,0,0,13.9,0.96,959.9,,0,-99,-99,-99,17,,13.9,
C0S890,2020-03-21 06:00:00,238,0,0.1,18.5,0.99,993.1,,0,-99,-99,-99,19.8,,18.5,
C0G840,2020-03-21 06:00:00,32,0,0.1,19.4,1,1011.7,,0,-99,-99,-99,20.5,,19.3,
C0V710,2020-03-21 06:00:00,34,48,1,23.1,0.82,1011.6,,0,-99,-99,-99,24,,22.8,
C0C680,2020-03-21 06:00:00,228,298,0.8,18.1,0.93,988.8,,0,-99,-99,-99,19.8,,18.1,
C0D360,2020-03-21 06:00:00,523,0,0,15.3,0.99,955.8,,0,-99,-99,-99,16.3,,15.3,
C0C710,2020-03-21 06:00:00,143,0,0.1,17.6,0.99,1000.7,,0,-99,-99,-99,19.5,,17.6,
C0Z190,2020-03-21 06:00:00,62,308,2.6,21.3,0.81,1009.8,,0,-99,-99,-99,21.5,,18.9,
C0Z020,2020-03-21 06:00:00,211,301,1.6,18.2,0.99,992.3,,0,-99,-99,-99,19.2,,18.2,
C0I380,2020-03-21 06:00:00,258,101,1.9,20.3,0.85,985.8,,0,-99,-99,-99,21.4,,19,
C0D560,2020-03-21 06:00:00,147,46,0.8,19.2,0.93,1000.1,,0,-99,-99,-99,20,,19.2,
C0Z220,2020-03-21 06:00:00,589,259,1.8,15.2,1,952.3,,0,-99,-99,-99,16.9,,14.9,
C0A870,2020-03-21 06:00:00,685,275,2.1,16.4,1,937.3,,0,-99,-99,-99,17.1,,16.4,
C0V670,2020-03-21 06:00:00,20,16,1.6,21.4,0.92,1013.4,,0,-99,-99,-99,23.2,,21.4,
C0G770,2020-03-21 06:00:00,15,29,0.8,21,0.93,1014.2,,0,-99,-99,-99,21.8,,20.7,
C0C540,2020-03-21 06:00:00,46,0,0,18.7,0.94,1011.4,,0,-99,-99,-99,19.6,,18.7,
C0F9O0,2020-03-21 06:00:00,175,0,0.1,19.5,1,995.6,,0,-99,-99,-99,20.5,,19.4,
C0Z230,2020-03-21 06:00:00,31,293,5.2,19.4,0.78,1014.5,,0,-99,-99,-99,20.2,,19.3,
C0U900,2020-03-21 06:00:00,63,229,2.5,18.3,0.99,1011.2,,0,-99,-99,-99,19.6,,17.9,
C0X200,2020-03-21 06:00:00,61,0,0.1,17.8,0.99,1008.7,,0,-99,-99,-99,19.9,,17.8,
C0G640,2020-03-21 06:00:00,17,0,0,19,0.99,1016.5,,0,-99,-99,-99,20.6,,19,
C0Z080,2020-03-21 06:00:00,298,0,0.2,17.6,0.99,983,,0,-99,-99,-99,18.5,,17,
C0U770,2020-03-21 06:00:00,5,331,3.6,18.9,0.99,1016.9,,0,-99,-99,-99,19.7,,18.9,
C0Z210,2020-03-21 06:00:00,126,0,0,18.5,0.99,1004.1,,0,-99,-99,-99,19.4,,17.7,
C0V690,2020-03-21 06:00:00,30,56,1.6,22.5,0.86,1012.9,,0,-99,-99,-99,23.6,,22.5,
C0M690,2020-03-21 06:00:00,33,352,0.9,19.4,0.98,1011.5,,0,-99,-99,-99,21,,19.4,
C0R440,2020-03-21 06:00:00,1654,328,3,14,0.9,837,,0,-99,-99,-99,15.5,,12.8,
C0F970,2020-03-21 06:00:00,145,106,1.4,18.8,0.9,998.5,,0,-99,-99,-99,20.1,,18.8,
C0C490,2020-03-21 06:00:00,157,303,1.1,19.2,0.95,998.5,,0,-99,-99,-99,20.6,,19.2,
C0X160,2020-03-21 06:00:00,26,23,1.2,20.7,1,1012.3,,0,-99,-99,-99,22.2,,20.7,
C0S760,2020-03-21 06:00:00,1621,360,0.5,12.5,0.97,842,,0,-99,-99,-99,12.6,,12.1,
C0O830,2020-03-21 06:00:00,127,28,0.8,19,0.99,1001.7,,0,-99,-99,-99,20.5,,18.5,
C0A9A0,2020-03-21 06:00:00,24,318,0.7,20.3,0.95,1014.1,,0,-99,-99,-99,21.7,,20,
C0AD50,2020-03-21 06:00:00,84,338,1,19.9,1,1007.5,,0,-99,-99,-99,20.7,,19.9,
C0G620,2020-03-21 06:00:00,110,273,1.5,18.9,0.99,1002.7,,0,-99,-99,-99,20.3,,18.9,
C0V310,2020-03-21 06:00:00,46,0,0,20.1,0.99,1009.7,,0,-99,-99,-99,21.7,,20.1,
C0X110,2020-03-21 06:00:00,20,42,0.4,22.1,0.94,1014,,0,-99,-99,-99,23,,21.9,
C0S980,2020-03-21 06:00:00,901,341,0.4,16,1,916.3,,0.5,-99,-99,-99,16.7,,15.8,
C0R320,2020-03-21 06:00:00,7,93,1.4,20.1,0.9,1015.9,,0,-99,-99,-99,22,,20.1,
C0O860,2020-03-21 06:00:00,38,0,0.1,19.6,0.99,1011,,0,-99,-99,-99,21,,19.6,
C0U950,2020-03-21 06:00:00,1012,251,2.8,14.4,1,905.9,,0.5,-99,-99,-99,15.1,,14.3,
C0R260,2020-03-21 06:00:00,76,126,0.9,21.5,0.81,1007.1,,0,-99,-99,-99,22,,20.5,
C0G880,2020-03-21 06:00:00,92,0,0.2,20,0.95,1005.2,,0,-99,-99,-99,21.2,,20,
C0R520,2020-03-21 06:00:00,18,91,0.6,21.4,0.92,1014,,0,-99,-99,-99,23.3,,21.4,
C0O810,2020-03-21 06:00:00,161,355,0.7,19.5,0.99,998,,0,-99,-99,-99,21.2,,19.2,
C0E790,2020-03-21 06:00:00,344,150,0.7,18,1,976.3,,0,-99,-99,-99,18.8,,17.9,
C0F9Y0,2020-03-21 06:00:00,3313,240,3.3,3.3,0.42,687.9,,0,12,215,,4.8,,2.8,
C0S930,2020-03-21 06:00:00,248,179,0.3,17.8,0.99,989.5,,0,-99,-99,-99,19.4,,17.8,
C0M770,2020-03-21 06:00:00,164,0,0,19.7,0.99,996.7,,0,-99,-99,-99,21.1,,19.7,
C0R470,2020-03-21 06:00:00,103,348,0.8,20.9,0.91,1004.5,,0,-99,-99,-99,22.6,,20.7,
C0W120,2020-03-21 06:00:00,58,-99,-99,20.4,0.87,1009.8,,0,-99,-99,-99,20.6,,20.3,
C0V350,2020-03-21 06:00:00,36,264,0.6,19.4,0.96,1013,,0,-99,-99,-99,20.5,,19.2,
CM0160,2020-03-21 06:00:00,159,98,1.4,18.8,0.99,999.4,,0,-99,-99,-99,20.7,,18.8,
C0V500,2020-03-21 06:00:00,6,0,0,22.4,0.88,1013.5,,0,-99,-99,-99,23.8,,22.4,
C0SA30,2020-03-21 06:00:00,92,94,0.9,20.9,0.83,1006.8,,0,-99,-99,-99,21.1,,19.2,
C0U710,2020-03-21 06:00:00,1942,182,0.3,11.1,0.63,810.7,,0,-99,-99,-99,11.8,,9.7,
C0Z100,2020-03-21 06:00:00,36,247,0.7,18.8,0.99,1014.6,,0,-99,-99,-99,19.9,,18.2,
C0Z170,2020-03-21 06:00:00,199,0,0,19.4,0.99,996.1,,0,-99,-99,-99,20.4,,19.3,
C0K430,2020-03-21 06:00:00,30,17,1.6,19.3,1,1013.5,,0,-99,-99,-99,20.2,,19.3,
C0S960,2020-03-21 06:00:00,32,306,2.2,21.5,0.8,1013,,0,-99,-99,-99,22.7,,21.1,
C0T9M0,2020-03-21 06:00:00,92,313,2.1,19.9,0.93,1007.8,,0,-99,-99,-99,20.7,,19.7,
C0AI00,2020-03-21 06:00:00,188,254,0.7,19,0.98,995.9,,0,-99,-99,-99,20.5,,19,
C0AC40,2020-03-21 06:00:00,1079,262,6.1,13.3,0.99,895.7,,0,-99,-99,-99,13.8,,12.5,
C0F9M0,2020-03-21 06:00:00,230,33,0.9,18.5,1,989.4,,0,-99,-99,-99,19.5,,18.5,
C0A930,2020-03-21 06:00:00,216,274,1.4,17.7,0.97,990.4,,0,-99,-99,-99,18.8,,16.6,
C0A640,2020-03-21 06:00:00,241,0,0,18.2,0.95,991.5,,0,-99,-99,-99,20.4,,18.2,
C0I420,2020-03-21 06:00:00,305,0,0,17.6,0.96,981.9,,0,-99,-99,-99,19,,17.6,
C0R170,2020-03-21 06:00:00,26,0,0,20.3,1,1013.1,,0,-99,-99,-99,21.3,,20.3,
C0M530,2020-03-21 06:00:00,1385,0,0,12.7,0.95,871.1,,0,-99,-99,-99,15,,12.5,
C0H960,2020-03-21 06:00:00,120,200,1.2,20.2,1,1000.8,,0,-99,-99,-99,21.5,,20.2,
C0V620,2020-03-21 06:00:00,18,27,1.8,20.6,0.99,1013.9,,0,-99,-99,-99,22,,20.5,
C0X280,2020-03-21 06:00:00,22,6,1.5,19.8,0.97,1013.8,,0,-99,-99,-99,21.3,,19.8,
C0AH40,2020-03-21 06:00:00,426,0,0,18.5,0.97,966.3,,0,-99,-99,-99,20.4,,18.5,
C0T9A0,2020-03-21 06:00:00,498,0,0,16.9,0.99,960.9,,0,-99,-99,-99,17.8,,16.7,
C0K390,2020-03-21 06:00:00,31,336,1.1,19.7,0.96,1012.5,,0,-99,-99,-99,20.6,,19.7,
C0I540,2020-03-21 06:00:00,3344,-99,-99,2.5,0.56,684.2,,-99,-99,-99,-99,3,,0.6,
C0G890,2020-03-21 06:00:00,24,25,1.5,20.3,1,1012.9,,0,-99,-99,-99,21.2,,20.2,
C0G720,2020-03-21 06:00:00,50,308,0.7,19.9,0.96,1009.9,,0,-99,-99,-99,20.7,,19.9,
C0UA40,2020-03-21 06:00:00,1121,25,2.5,13.6,0.99,892.8,,0.5,-99,-99,-99,14.8,,13.3,
C0V400,2020-03-21 06:00:00,56,81,1.5,20.2,0.97,1009,,0,-99,-99,-99,21.6,,20,
C0X130,2020-03-21 06:00:00,27,0,0.1,20.8,0.94,1012.3,,0,-99,-99,-99,22.1,,20.8,
C0A520,2020-03-21 06:00:00,48,0,0,19.6,0.98,1011.5,,0,-99,-99,-99,20.7,,19.6,
C0U870,2020-03-21 06:00:00,474,0,0,17.7,0.9,964.1,,0,-99,-99,-99,17.9,,16.9,
C0S690,2020-03-21 06:00:00,522,290,0.8,18.4,0.95,957.9,,0,-99,-99,-99,18.6,,18.1,
C0R150,2020-03-21 06:00:00,105,105,1.8,21.3,0.99,1002.5,,0,-99,-99,-99,22.1,,20.9,
C0K560,2020-03-21 06:00:00,117,0,0,19.3,0.96,1003.2,,0,-99,-99,-99,21.4,,19.1,
C0X100,2020-03-21 06:00:00,10,351,1.1,21.6,1,1013,,0,-99,-99,-99,22.3,,21.6,
C0K460,2020-03-21 06:00:00,60,305,0.7,20.1,0.96,1008.2,,0,-99,-99,-99,21.1,,20.1,
C0M740,2020-03-21 06:00:00,15,35,0.4,19.7,0.97,1013.6,,0,-99,-99,-99,20.5,,19.5,
C0SA10,2020-03-21 06:00:00,411,309,1.3,18.5,0.89,970.3,,0,-99,-99,-99,19.4,,18,
C0C660,2020-03-21 06:00:00,176,0,0,18.8,0.97,996.7,,0,-99,-99,-99,19.5,,18.4,
C0R620,2020-03-21 06:00:00,34,36,1.7,21.8,0.91,1013.2,,0,-99,-99,-99,22.6,,21.8,
C0R700,2020-03-21 06:00:00,19,50,4.1,20.1,0.86,1014.2,,0,-99,-99,-99,22.6,,20,
C0F0B0,2020-03-21 06:00:00,311,58,1,16.9,1,980.4,,0,-99,-99,-99,18.3,,16.9,
C0O970,2020-03-21 06:00:00,71,108,1.2,18.5,0.97,1007.8,,0,-99,-99,-99,19.5,,18.5,
C0F9P0,2020-03-21 06:00:00,26,63,1.8,19.9,0.99,1013.7,,0,-99,-99,-99,21,,19.9,
C0R560,2020-03-21 06:00:00,22,358,0.5,21.5,0.88,1014,,0,-99,-99,-99,22.6,,21.1,
C0X220,2020-03-21 06:00:00,26,16,0.8,19.7,0.93,1013,,0,-99,-99,-99,20.9,,19.7,
C0M680,2020-03-21 06:00:00,37,340,0.3,19.7,0.99,1013.4,,0,-99,-99,-99,21,,19.7,
C0S710,2020-03-21 06:00:00,382,16,1.3,17.2,1,974.7,,0,-99,-99,-99,18.5,,17.2,
C0F9T0,2020-03-21 06:00:00,111,327,1.7,19.5,1,1002.4,,0,-99,-99,-99,20.7,,19.5,
C0F9N0,2020-03-21 06:00:00,75,0,0.2,20.8,0.92,1007,,0,-99,-99,-99,21.9,,20.7,
C0G740,2020-03-21 06:00:00,24,25,1.3,20,0.94,1013.5,,0,-99,-99,-99,21.1,,20,
C0UA70,2020-03-21 06:00:00,547,0,0,16.8,0.99,955.7,,0.5,-99,-99,-99,17.1,,16.7,
C0AC60,2020-03-21 06:00:00,55,0,0,19.6,0.99,1010.5,,0,-99,-99,-99,20.5,,19.6,
C0R510,2020-03-21 06:00:00,31,60,0.6,21.5,0.86,1011.6,,0,-99,-99,-99,23.2,,21.4,
C0X060,2020-03-21 06:00:00,19,35,0.6,18.9,0.97,1015.5,,0,-99,-99,-99,20,,18.7,
C0E550,2020-03-21 06:00:00,84,174,0.3,19.1,1,1007.5,,0,-99,-99,-99,19.4,,18.9,
C0AI20,2020-03-21 06:00:00,25,245,1.1,19.9,0.9,1014.2,,0,-99,-99,-99,20,,18,
C0E740,2020-03-21 06:00:00,27,0,0.1,19.7,1,1007.2,,0,-99,-99,-99,19.9,,19.6,
C0R650,2020-03-21 06:00:00,29,84,0.3,21,0.99,1013.6,,0,-99,-99,-99,22.6,,20.8,
C0S750,2020-03-21 06:00:00,2280,280,1.1,8.8,0.55,775.7,,0,-99,-99,-99,10.2,,8.5,
C0I370,2020-03-21 06:00:00,671,0,0,16,0.96,942.1,,0,-99,-99,-99,18.2,,15.9,
C0K400,2020-03-21 06:00:00,65,0,0,19.8,0.99,1009.1,,0,-99,-99,-99,21.1,,19.8,
C0A650,2020-03-21 06:00:00,287,0,0,17.4,0.99,984.3,,0,-99,-99,-99,17.6,,17,
C0U750,2020-03-21 06:00:00,398,199,4.9,18.5,1,971,,0,-99,-99,-99,18.5,,17.1,
C0M730,2020-03-21 06:00:00,40,0,0,20.5,0.91,1010.8,,0,-99,-99,-99,23.8,,20.5,
C0Z061,2020-03-21 06:00:00,174,129,0.3,19,0.99,1000.5,,0,-99,-99,-99,19.6,,19,
C0M670,2020-03-21 06:00:00,43,304,0.6,20.1,0.93,1010.6,,0,-99,-99,-99,21.1,,20,
C0I530,2020-03-21 06:00:00,3014,236,6,3.9,0.56,703.3,,-99,11.6,237,,5,,2.3,
C0A880,2020-03-21 06:00:00,6,209,0.3,18.3,0.96,1015,,0,-99,-99,-99,19.2,,17.9,
C0S950,2020-03-21 06:00:00,415,234,1.5,18.1,0.98,969.1,,0,-99,-99,-99,18.5,,17.7,
C0A560,2020-03-21 06:00:00,405,0,0,14.6,1,971.7,,0,-99,-99,-99,16.3,,14.6,
C0C630,2020-03-21 06:00:00,209,302,0.8,18.5,0.95,992.7,,0,-99,-99,-99,19.7,,18.5,
C0D550,2020-03-21 06:00:00,1956,164,0.6,13.2,0.43,813.2,,0,-99,-99,-99,14,,11.2,
C0T9E0,2020-03-21 06:00:00,415,0,0.1,17.1,0.97,970.9,,0,-99,-99,-99,17.9,,16.9,
C0U960,2020-03-21 06:00:00,1885,7,1.9,6.4,0.99,817,,0,-99,-99,-99,9.5,,6.4,
C0AI30,2020-03-21 06:00:00,26,323,1.1,21,0.93,1014.6,,0,-99,-99,-99,22.3,,20.9,
C0R240,2020-03-21 06:00:00,87,117,1,19.6,0.91,1005.3,,0,-99,-99,-99,21.6,,18.7,
C0AD30,2020-03-21 06:00:00,20,0,0,20.7,0.86,1012.5,,0,-99,-99,-99,22.6,,20.7,
C0D430,2020-03-21 06:00:00,87,0,0,18.7,0.99,1005.5,,0,-99,-99,-99,19.5,,18.7,
C0X210,2020-03-21 06:00:00,38,320,0.4,19.9,1,1010.1,,0,-99,-99,-99,20.9,,19.4,
C0R680,2020-03-21 06:00:00,13,326,1.3,20.3,0.95,1015.1,,0,-99,-99,-99,22.3,,20.3,
C0AH10,2020-03-21 06:00:00,30,160,1.5,20.7,1,1012.8,,0,-99,-99,-99,22.6,,20.7,
C0E880,2020-03-21 06:00:00,507,232,0.8,20,0.98,958.6,,0,-99,-99,-99,20.7,,18.2,
C0O960,2020-03-21 06:00:00,112,11,1,19,0.94,1002.1,,0,-99,-99,-99,20.7,,19,
C0H950,2020-03-21 06:00:00,192,0,0,17.6,0.99,994.2,,0,-99,-99,-99,20.4,,17.6,
C0SA60,2020-03-21 06:00:00,6,344,1.5,19.6,0.92,1015.6,,0,-99,-99,-99,21.1,,19.4,
C0A540,2020-03-21 06:00:00,401,0,0,16,0.99,970.7,,0,-99,-99,-99,18.3,,16,
C0C690,2020-03-21 06:00:00,242,11,0.8,18.4,0.88,988.8,,0,-99,-99,-99,18.9,,18.1,
C0V370,2020-03-21 06:00:00,74,0,0,18.1,1,1008.1,,0,-99,-99,-99,20,,18.1,
C0I110,2020-03-21 06:00:00,161,155,0.4,20.4,0.93,998.2,,0,-99,-99,-99,22.1,,20.4,
C0M750,2020-03-21 06:00:00,10,17,1.5,20.3,0.96,1014.9,,0,-99,-99,-99,21.4,,20.3,
C0R340,2020-03-21 06:00:00,230,0,0,17.8,1,990.1,,0,-99,-99,-99,18.7,,17.6,
C0U970,2020-03-21 06:00:00,7,0,0,19,0.94,1017.4,,0,-99,-99,-99,20.3,,18.7,
C0X300,2020-03-21 06:00:00,70,0,0.2,18.8,0.97,1007.9,,0,-99,-99,-99,20.6,,18.7,
C0R480,2020-03-21 06:00:00,57,0,0.2,20.6,0.9,1008.6,,0,-99,-99,-99,22.1,,20.5,
C0A9E0,2020-03-21 06:00:00,26,221,0.3,20.4,0.88,1014.5,,0,-99,-99,-99,22.2,,20.3,
C0R590,2020-03-21 06:00:00,72,326,0.5,20.6,0.99,1007.4,,0,-99,-99,-99,22.2,,20.6,
C0G820,2020-03-21 06:00:00,29,0,0,19.6,0.97,1012.3,,0,-99,-99,-99,21,,19.6,
C0U600,2020-03-21 06:00:00,10,205,0.4,18.3,0.99,1015.4,,0,-99,-99,-99,19.7,,18.1,
C0U910,2020-03-21 06:00:00,17,306,0.8,18.3,0.95,1015.2,,0,-99,-99,-99,20.1,,18.3,
C0V630,2020-03-21 06:00:00,19,23,0.6,21,0.94,1013.6,,0,-99,-99,-99,22.2,,20.9,
C0D650,2020-03-21 06:00:00,97,69,0.6,19.3,0.92,1005.5,,0,-99,-99,-99,20.1,,19.3,
C0K510,2020-03-21 06:00:00,10,42,0.8,19.5,0.96,1014.1,,0,-99,-99,-99,20.7,,19.5,
C0V360,2020-03-21 06:00:00,94,0,0,17.1,0.98,1004.9,,0,-99,-99,-99,18.7,,17.1,
C0M780,2020-03-21 06:00:00,30,0,0,19.6,0.96,1012.9,,0,-99,-99,-99,20.9,,19.6,
C0K530,2020-03-21 06:00:00,12,56,1.9,20.3,0.95,1014.6,,0,-99,-99,-99,21.5,,20,
C0V750,2020-03-21 06:00:00,50,25,1.4,21.1,0.96,1011.4,,0,-99,-99,-99,22.3,,21,
C0T790,2020-03-21 06:00:00,2830,271,0.5,6.2,0.55,728.7,,0,-99,-99,-99,7,,4.3,
C0S730,2020-03-21 06:00:00,110,27,3.5,22.2,0.92,1003.7,,0,-99,-99,-99,22.3,,22.1,
C0F0D0,2020-03-21 06:00:00,3171,146,2.1,4,0.41,699.6,,0,-99,-99,-99,5.4,,3,
C0F9X0,2020-03-21 06:00:00,166,352,2.2,18.8,0.99,997.9,,0,-99,-99,-99,20,,18.8,
C0F9Q0,2020-03-21 06:00:00,149,9,0.4,18.3,1,998,,0,-99,-99,-99,19.8,,18.2,
C0E780,2020-03-21 06:00:00,160,206,0.5,18.8,1,997.9,,0,-99,-99,-99,20.1,,18.8,
C0SA80,2020-03-21 06:00:00,136,243,0.6,18.4,0.97,1001.5,,0,-99,-99,-99,20.2,,18.2,
C0T960,2020-03-21 06:00:00,120,246,0.3,18,0.99,1003.4,,0,-99,-99,-99,19.6,,18,
C0X320,2020-03-21 06:00:00,30,0,0,18.3,0.95,1012,,0,-99,-99,-99,20.1,,18.3,
C0UA50,2020-03-21 06:00:00,808,221,0.4,15.4,1,926.6,,0,-99,-99,-99,16.3,,15.4,
C0U860,2020-03-21 06:00:00,5,0,0,19,0.99,1016.7,,0,-99,-99,-99,20.7,,18.9,
C0F0C0,2020-03-21 06:00:00,983,0,0.2,16.6,0.88,907.1,,0,-99,-99,-99,17.4,,16.3,
