station_id,obsTime,ELEV,WDIR,WDSD,TEMP,HUMD,PRES,SUN,H_24R,H_FX,H_XD,H_FXT,D_TX,D_TXT,D_TN,D_TNT
C0G660,2020-03-21 00:00:00,27,0,0.2,21.3,0.93,1014.3,,0,-99,-99,-99,26.5,,20.3,
C0E750,2020-03-21 00:00:00,62,183,0.8,20.6,0.91,1008.7,,0,-99,-99,-99,23.8,,18.4,
C0U520,2020-03-21 00:00:00,517,234,0.5,16.7,0.99,960.9,,0,-99,-99,-99,19.2,,15.4,
C0T9G0,2020-03-21 00:00:00,605,39,0.5,17.3,0.99,951.1,,14.5,-99,-99,-99,18.2,,15.8,
C0S700,2020-03-21 00:00:00,507,189,0.9,17.3,0.99,960.8,,2.5,-99,-99,-99,21,,17.1,
C0Z310,2020-03-21 00:00:00,59,337,0.5,19.4,0.99,1011.3,,5.5,-99,-99,-99,20.3,,18.6,
C0V610,2020-03-21 00:00:00,22,360,1.9,22.6,0.84,1013.4,,0,-99,-99,-99,26.4,,21,
C0E610,2020-03-21 00:00:00,850,0,0,17.8,0.81,922.3,,0,-99,-99,-99,21,,16,
C0R280,2020-03-21 00:00:00,242,66,0.7,20,0.95,988.8,,0,-99,-99,-99,24.8,,20,
C0V450,2020-03-21 00:00:00,51,0,0,21.1,0.99,1009.9,,0,-99,-99,-99,28.6,,19.7,
C0M720,2020-03-21 00:00:00,225,102,0.4,21.8,0.82,990.2,,0,-99,-99,-99,27.6,,19.2,
C0AD10,2020-03-21 00:00:00,27,200,0.6,20.7,0.87,1012.6,,0,-99,-99,-99,24.5,,17.9,
C0Z180,2020-03-21 00:00:00,34,290,0.5,20.1,0.95,1013.6,,7.5,-99,-99,-99,21.1,,19,
C0K420,2020-03-21 00:00:00,42,15,1,20.2,0.92,1011.2,,0,-99,-99,-99,25.8,,19.7,
C0D540,2020-03-21 00:00:00,227,206,0.5,18.2,0.97,990.8,,0,-99,-99,-99,24.1,,16.4,
C0Z330,2020-03-21 00:00:00,488,0,0,17.8,0.99,964,,5.5,-99,-99,-99,19.2,,17.3,
C0R580,2020-03-21 00:00:00,10,97,1.3,22.6,0.9,1014.7,,0,-99,-99,-99,27.1,,20.8,
C0S810,2020-03-21 00:00:00,65,330,2.1,21.1,0.9,1011.9,,15,-99,-99,-99,24.6,,19.9,
C0V820,2020-03-21 00:00:00,441,0,0.2,20.1,0.99,968.5,,0,-99,-99,-99,27.7,,17.7,
C0K490,2020-03-21 00:00:00,91,0,0,20.9,0.91,1005.4,,0,-99,-99,-99,27.4,,19.5,
C0SA20,2020-03-21 00:00:00,857,357,1.3,16.2,1,921.3,,0.5,-99,-99,-99,17.7,,16.2,
CM0140,2020-03-21 00:00:00,26,17,0.5,21.8,0.79,1014.7,,5,-99,-99,-99,24,,20.4,
C0AC80,2020-03-21 00:00:00,40,0,0,19.8,0.93,1011.1,,0,-99,-99,-99,22.6,,18,
C0M810,2020-03-21 00:00:00,1354,243,0.3,14.9,0.99,868.8,,0,-99,-99,-99,21.4,,13.8,
C0I360,2020-03-21 00:00:00,300,76,0.6,21.4,0.8,981.3,,0,-99,-99,-99,26,,19.6,
C0C620,2020-03-21 00:00:00,19,0,0,18.7,0.98,1012.6,,0,-99,-99,-99,26.6,,18.2,
C0M850,2020-03-21 00:00:00,695,0,0,19,0.99,937.7,,0,-99,-99,-99,26.5,,17.6,
C0UA20,2020-03-21 00:00:00,2619,212,4.6,5.8,0.99,-99,,0,-99,-99,-99,11.3,,5.7,
C0F9V0,2020-03-21 00:00:00,525,180,2.3,19.5,0.86,957.5,,0,-99,-99,-99,24.2,,17.9,
C0T900,2020-03-21 00:00:00,160,0,0,19,0.95,997.8,,6,-99,-99,-99,21.4,,18.1,
C0K440,2020-03-21 00:00:00,35,7,1.2,20.2,0.99,1012.3,,0,-99,-99,-99,25.2,,19.8,
C0Z250,2020-03-21 00:00:00,1124,0,0.2,15,0.99,893.3,,10,-99,-99,-99,16.2,,14.4,
C0G860,2020-03-21 00:00:00,45,22,0.3,21.8,0.94,1010.7,,0,-99,-99,-99,27.2,,20.6,
C0V790,2020-03-21 00:00:00,410,23,1.4,20.3,0.8,969.1,,0,-99,-99,-99,27.3,,19.7,
C0V740,2020-03-21 00:00:00,60,15,1.4,21.5,0.92,1010.3,,0,-99,-99,-99,29.6,,20.1,
C0Z200,2020-03-21 00:00:00,153,0,0,19.1,0.99,1001,,10,-99,-99,-99,20.9,,18.2,
C0K520,2020-03-21 00:00:00,10,20,0.6,20.8,0.92,1014.2,,0,-99,-99,-99,25.4,,20.5,
C0X250,2020-03-21 00:00:00,33,17,1.2,21.1,0.87,1012.3,,0,-99,-99,-99,28.2,,20.7,
C0S940,2020-03-21 00:00:00,150,13,1.2,20.2,0.94,999.6,,7,-99,-99,-99,22.3,,18.7,
CM0110,2020-03-21 00:00:00,7,46,0.7,21.2,0.84,1015.8,,-99,-99,-99,-99,23.7,,20.2,
C0A970,2020-03-21 00:00:00,96,221,4.8,19.2,0.99,1006.3,,1,9.8,229,,21.4,,18.1,
C0M700,2020-03-21 00:00:00,150,0,0,21.1,0.93,999.6,,0,-99,-99,-99,27.6,,18.8,
C0U990,2020-03-21 00:00:00,31,0,0.1,20.2,0.95,1014.6,,0,-99,-99,-99,22,,19.1,
C0D590,2020-03-21 00:00:00,143,185,0.3,19.6,0.97,1000.8,,0,-99,-99,-99,23.5,,17.2,
C0S790,2020-03-21 00:00:00,236,16,0.3,19.9,0.93,991.7,,1.5,-99,-99,-99,25.7,,19.2,
C0A570,2020-03-21 00:00:00,360,86,0.6,16.7,0.98,976.2,,0,-99,-99,-99,22,,15.9,
C0M800,2020-03-21 00:00:00,440,0,0,21.4,0.86,966.9,,0,-99,-99,-99,26.9,,17.9,
C0E870,2020-03-21 00:00:00,34,123,0.6,20.1,0.99,1014.1,,0,-99,-99,-99,24,,17.7,
C0V490,2020-03-21 00:00:00,20,331,1.2,23.7,0.76,1013.9,,0,-99,-99,-99,28.1,,22.2,
C0M710,2020-03-21 00:00:00,15,3,0.8,21,0.89,1014.7,,0,-99,-99,-99,25.4,,20.9,
C0O950,2020-03-21 00:00:00,4,0,0,20.9,0.96,1014.9,,0,-99,-99,-99,27.9,,20.6,
C0A560,2020-03-21 00:00:00,405,0,0,16.4,1,971.3,,0,-99,-99,-99,21.2,,15.9,
C0F9A0,2020-03-21 00:00:00,425,156,1,20.1,0.82,967.8,,0,-99,-99,-99,26.1,,18.6,
C0A9F0,2020-03-21 00:00:00,35,0,0,21.8,0.81,1012.5,,0,-99,-99,-99,23.6,,18.9,
C0I460,2020-03-21 00:00:00,110,0,0.2,22.2,0.88,1003.6,,0,-99,-99,-99,27.9,,20.5,
C0E420,2020-03-21 00:00:00,19,0,0,20,0.92,1012.2,,0,-99,-99,-99,24.3,,17.8,
C0R190,2020-03-21 00:00:00,32,0,0,21,0.99,1011.8,,0,-99,-99,-99,28.5,,19.8,
C0I010,2020-03-21 00:00:00,1562,0,0,14,0.88,851.1,,0.5,-99,-99,-99,19.3,,12.4,
C0F930,2020-03-21 00:00:00,100,0,0,20.7,1,1004.3,,0,-99,-99,-99,25,,18.9,
C0X180,2020-03-21 00:00:00,62,0,0,21,0.99,1007.8,,0,-99,-99,-99,29.4,,19.9,
C0ACA0,2020-03-21 00:00:00,25,0,0,21.7,0.81,1012.1,,0,-99,-99,-99,23.5,,19.4,
C0X260,2020-03-21 00:00:00,39,360,0.4,20.7,0.94,1012.1,,0,-99,-99,-99,28.3,,20,
C0K500,2020-03-21 00:00:00,12,19,1.2,20.4,0.98,1013.8,,0,-99,-99,-99,26.1,,20.3,
CM0010,2020-03-21 00:00:00,68,148,0.4,20.7,0.8,1008.5,,0,-99,-99,-99,22.1,,18.2,
C0O990,2020-03-21 00:00:00,18,62,0.4,21.1,0.99,1013.7,,0,-99,-99,-99,30.7,,19.4,
C0E430,2020-03-21 00:00:00,258,0,0,17.8,0.95,990.1,,0,-99,-99,-99,23.5,,16.6,
C0D390,2020-03-21 00:00:00,146,0,0,18.8,0.96,997.8,,0,-99,-99,-99,25,,17.2,
C0T9F0,2020-03-21 00:00:00,251,0,0,18.6,0.99,988.9,,13,-99,-99,-99,20.6,,17.7,
C0R350,2020-03-21 00:00:00,35,26,1.7,22.4,0.85,1012.1,,0,-99,-99,-99,27.9,,22,
C0K550,2020-03-21 00:00:00,15,5,0.6,20.6,0.9,1014.9,,0,-99,-99,-99,27.5,,20.3,
C0C670,2020-03-21 00:00:00,250,191,1.3,19.4,0.91,987.5,,0,-99,-99,-99,22.3,,16.9,
C0A980,2020-03-21 00:00:00,11,0,0,21.3,0.81,1015.5,,0,-99,-99,-99,24.1,,18.4,
C0UA60,2020-03-21 00:00:00,566,202,0.7,17.2,0.99,952.8,,5.5,-99,-99,-99,18.7,,15.1,
C0V720,2020-03-21 00:00:00,15,91,0.4,24.9,0.76,1014.3,,0,-99,-99,-99,28.2,,22.3,
C0C480,2020-03-21 00:00:00,105,0,0,20.5,0.83,1003.7,,0,-99,-99,-99,24,,18.2,
C0S900,2020-03-21 00:00:00,27,47,4.4,23.6,0.86,1014,,3,-99,-99,-99,25.8,,22.6,
C0SA00,2020-03-21 00:00:00,466,297,1.4,18,1,964.1,,0,-99,-99,-99,21.8,,18,
C0V730,2020-03-21 00:00:00,33,351,1.3,23.7,0.83,1012.8,,0,-99,-99,-99,28.6,,21.8,
C0G730,2020-03-21 00:00:00,27,8,0.7,20.2,0.97,1013.9,,0,-99,-99,-99,24.5,,19.7,
C0Z300,2020-03-21 00:00:00,182,0,0.1,19.3,0.99,997.9,,7,-99,-99,-99,21.2,,18.4,
C0H9A0,2020-03-21 00:00:00,1595,296,0.4,12.6,0.98,848.7,,0,-99,-99,-99,21.1,,12.6,
C0S840,2020-03-21 00:00:00,22,283,1.8,20.6,0.94,1015.6,,0,-99,-99,-99,26.3,,20.6,
C0Z150,2020-03-21 00:00:00,27,225,1.1,20.4,0.99,1015.1,,7.5,-99,-99,-99,21.7,,19.1,
C0W170,2020-03-21 00:00:00,42,356,3.3,14.4,0.87,1011.3,,0,-99,-99,-99,14.9,,12.8,
C0E540,2020-03-21 00:00:00,32,210,1.1,19.9,0.95,1012.8,,0,-99,-99,-99,25.1,,17.5,
C0D660,2020-03-21 00:00:00,65,185,1,20.2,0.92,1008.6,,0,-99,-99,-99,24.5,,18.9,
C0U650,2020-03-21 00:00:00,442,0,0.1,16.8,0.99,967.4,,3,-99,-99,-99,19.9,,15.6,
C0G810,2020-03-21 00:00:00,26,8,0.6,21.6,0.91,1012.6,,0,-99,-99,-99,26.4,,20.3,
C0F9Z0,2020-03-21 00:00:00,3193,342,7.9,6.5,0.23,697.1,,0,14.5,333,,9.6,,3.2,
C0M410,2020-03-21 00:00:00,245,-99,-99,-99,-99,-99,,-99,-99,-99,-99,-999,,-999,
C0I410,2020-03-21 00:00:00,180,0,0,21.3,0.87,995.2,,0,-99,-99,-99,27.4,,19.5,
C0R840,2020-03-21 00:00:00,536,43,3.5,18,-99,955.7,,0,-99,-99,-99,22.8,,18,
C0K250,2020-03-21 00:00:00,12,24,0.8,19.7,0.97,1015,,0,-99,-99,-99,27.5,,18.8,
C0AH80,2020-03-21 00:00:00,68,22,1.8,20.1,0.9,1007.3,,0,-99,-99,-99,22.7,,17.4,
C0V640,2020-03-21 00:00:00,35,81,1.4,22.2,0.91,1012,,0,-99,-99,-99,27.5,,21,
C0S920,2020-03-21 00:00:00,98,318,0.9,20.3,0.95,1001,,0,-99,-99,-99,25.4,,20.3,
C0S830,2020-03-21 00:00:00,288,12,0.6,19.8,0.93,986,,15,-99,-99,-99,21.7,,18.5,
C0R140,2020-03-21 00:00:00,740,107,0.5,17.5,0.92,935.7,,0,-99,-99,-99,24.1,,17.3,
C0K410,2020-03-21 00:00:00,20,9,1.5,20.6,0.89,1013,,0,-99,-99,-99,26.7,,20.4,
C0F000,2020-03-21 00:00:00,273,0,0.2,19.1,0.99,982.5,,0,-99,-99,-99,23.4,,18.1,
C0W150,2020-03-21 00:00:00,42,0,0,17.5,0.82,1013.4,,0,-99,-99,-99,22.4,,17.5,
C0AH90,2020-03-21 00:00:00,660,0,0,14.5,0.99,945.2,,0.5,-99,-99,-99,18.4,,14.5,
C0F9K0,2020-03-21 00:00:00,30,52,0.5,20.9,0.94,1011.5,,0,-99,-99,-99,23,,18.9,
C0H990,2020-03-21 00:00:00,3076,224,5.7,3,0.99,707.5,,0.5,-99,-99,-99,5.6,,3,
C0V260,2020-03-21 00:00:00,126,70,0.8,20.3,0.98,1001.9,,0,-99,-99,-99,30.8,,19.1,
C0S970,2020-03-21 00:00:00,19,290,1.7,21.4,0.88,1014.3,,0,-99,-99,-99,24.8,,21.4,
C0U940,2020-03-21 00:00:00,25,230,0.6,19.4,0.99,1015.3,,0,-99,-99,-99,22,,18.3,
C0A860,2020-03-21 00:00:00,362,210,3.3,18.3,1,974.5,,2,-99,-99,-99,18.3,,15.9,
C0I480,2020-03-21 00:00:00,2165,0,0,8.6,0.98,791.2,,1,-99,-99,-99,14.2,,8.2,
C0G910,2020-03-21 00:00:00,42,34,0.4,20.8,0.95,1012,,0,-99,-99,-99,24.8,,19.8,
C0X080,2020-03-21 00:00:00,2,48,0.9,20,0.95,1015.8,,0,-99,-99,-99,29.9,,19.4,
C0AH00,2020-03-21 00:00:00,38,0,0,20.1,0.99,1011.3,,0,-99,-99,-99,21.7,,18.5,
C0V700,2020-03-21 00:00:00,24,19,1.3,24,0.76,1012.4,,0,-99,-99,-99,28.3,,22.6,
C0AD00,2020-03-21 00:00:00,86,190,1.2,19.5,0.91,1006.1,,0,-99,-99,-99,22.2,,19.3,
C0O900,2020-03-21 00:00:00,9,33,0.9,20.6,0.99,1015.2,,0,-99,-99,-99,29.4,,20,
C0R570,2020-03-21 00:00:00,37,47,0.7,23.1,0.86,1010.6,,0,-99,-99,-99,29.1,,21.1,
C0AG90,2020-03-21 00:00:00,25,0,0,21.5,1,1013.6,,0,-99,-99,-99,24.6,,19.5,
C0V760,2020-03-21 00:00:00,30,32,1.6,22.9,0.92,1013.1,,0,-99,-99,-99,28.8,,21.5,
C0T9I0,2020-03-21 00:00:00,152,215,0.9,19.4,0.94,1001.1,,13.5,-99,-99,-99,21.2,,18.3,
C0V310,2020-03-21 00:00:00,46,59,0.7,21.5,0.85,1010.2,,0,-99,-99,-99,30.2,,20.5,
C0X110,2020-03-21 00:00:00,20,70,0.8,23,0.89,1014,,0,-99,-99,-99,28.6,,21.9,
C0S980,2020-03-21 00:00:00,901,313,0.3,16.7,1,916.2,,1,-99,-99,-99,19,,16.6,
C0R320,2020-03-21 00:00:00,7,96,1.3,22,0.85,1015.3,,0,-99,-99,-99,28.6,,21.8,
C0O860,2020-03-21 00:00:00,38,0,0,21.1,0.99,1011.2,,0,-99,-99,-99,29.2,,20.2,
C0U950,2020-03-21 00:00:00,1012,127,6.3,14.8,1,905.4,,3,-99,-99,-99,15,,11.8,
C0R260,2020-03-21 00:00:00,76,89,0.5,22,0.92,1007,,0,-99,-99,-99,29.1,,20.7,
C0G880,2020-03-21 00:00:00,92,321,0.6,21.2,0.89,1005.5,,0,-99,-99,-99,27,,19.7,
C0R520,2020-03-21 00:00:00,18,113,1.2,23.3,0.89,1014,,0,-99,-99,-99,27.4,,21.3,
C0O810,2020-03-21 00:00:00,161,0,0.2,20.8,0.99,998.3,,0,-99,-99,-99,30.3,,18.9,
C0E790,2020-03-21 00:00:00,344,0,0,18.8,1,976.4,,0,-99,-99,-99,24.6,,18.2,
C0F9Y0,2020-03-21 00:00:00,3313,253,4.8,4.7,0.28,687.2,,0,17,231,,8.9,,3.3,
C0S930,2020-03-21 00:00:00,248,0,0,19.5,0.99,989.6,,0,-99,-99,-99,23.9,,19.3,
C0M770,2020-03-21 00:00:00,164,284,0.3,20.8,1,996.9,,0,-99,-99,-99,26.8,,19.6,
C0R470,2020-03-21 00:00:00,103,1,0.9,21.6,0.92,1004.9,,0,-99,-99,-99,29.3,,20.6,
C0W120,2020-03-21 00:00:00,58,-99,-99,20.6,0.87,1010,,0,-99,-99,-99,22.8,,19.9,
C0V350,2020-03-21 00:00:00,36,262,0.6,20.6,0.92,1013.1,,0,-99,-99,-99,30.9,,19.7,
CM0160,2020-03-21 00:00:00,159,53,0.6,20.5,0.93,999.4,,0,-99,-99,-99,30.1,,19.3,
C0V500,2020-03-21 00:00:00,6,4,0.3,23.8,0.77,1013.6,,0,-99,-99,-99,26.9,,22.4,
C0SA30,2020-03-21 00:00:00,92,320,0.5,20.6,0.91,1007.4,,23,-99,-99,-99,23.6,,19.5,
C0U710,2020-03-21 00:00:00,1942,0,0,10.3,0.94,810.5,,1.5,-99,-99,-99,14.1,,8.5,
C0Z100,2020-03-21 00:00:00,36,0,0,19.9,0.99,1015.1,,11,-99,-99,-99,22.3,,18.9,
C0Z170,2020-03-21 00:00:00,199,0,0,20.3,0.99,996.3,,2.5,-99,-99,-99,22.3,,19.6,
C0K430,2020-03-21 00:00:00,30,8,0.9,20.2,0.99,1013.7,,0,-99,-99,-99,25.6,,20.1,
C0S960,2020-03-21 00:00:00,32,284,2.1,22.2,0.85,1013,,0,-99,-99,-99,25,,21.1,
C0T9M0,2020-03-21 00:00:00,92,327,2.1,20.6,0.94,1008.4,,9.5,-99,-99,-99,22.7,,18.7,
C0AI00,2020-03-21 00:00:00,188,73,0.3,20.4,0.89,995.4,,0,-99,-99,-99,24.1,,17.4,
C0AC40,2020-03-21 00:00:00,1079,218,3.8,13.9,0.99,895.7,,0.5,-99,-99,-99,14.8,,11.1,
C0F9M0,2020-03-21 00:00:00,230,43,0.7,19.7,1,989.7,,0,-99,-99,-99,24.4,,18.6,
C0A930,2020-03-21 00:00:00,216,312,0.9,17.3,0.99,989.6,,0.5,-99,-99,-99,18.6,,16.6,
C0A640,2020-03-21 00:00:00,241,0,0.1,20,0.83,990.9,,0,-99,-99,-99,21.6,,16.5,
C0I420,2020-03-21 00:00:00,305,0,0,19.2,0.91,981.7,,0,-99,-99,-99,26.6,,18.4,
C0R170,2020-03-21 00:00:00,26,0,0,21.3,1,1013.3,,0,-99,-99,-99,29.8,,20.3,
C0M530,2020-03-21 00:00:00,1385,0,0,14.8,0.99,871.2,,0,-99,-99,-99,20.3,,13.3,
C0H960,2020-03-21 00:00:00,120,32,0.9,21.5,1,1000.9,,0,-99,-99,-99,27.9,,20.1,
C0V620,2020-03-21 00:00:00,18,36,1.3,22.1,0.99,1014,,0,-99,-99,-99,26.6,,20.7,
C0X280,2020-03-21 00:00:00,22,53,0.5,21.1,0.91,1013.9,,0,-99,-99,-99,26.3,,20.8,
C0AH40,2020-03-21 00:00:00,426,121,1.5,20.2,0.88,965.9,,0,-99,-99,-99,20.4,,17.4,
C0T9A0,2020-03-21 00:00:00,498,15,0.3,17.1,0.99,961.4,,14,-99,-99,-99,18.4,,15.6,
C0K390,2020-03-21 00:00:00,31,37,1.6,20.5,0.92,1012.6,,0,-99,-99,-99,26.9,,20.1,
C0I540,2020-03-21 00:00:00,3344,-99,-99,1.8,1,683.3,,-99,-99,-99,-99,4.6,,1.8,
C0G890,2020-03-21 00:00:00,24,17,1.6,21.2,1,1013.1,,0,-99,-99,-99,23.5,,19.8,
C0G720,2020-03-21 00:00:00,50,37,0.6,20.6,0.92,1010,,0,-99,-99,-99,25.8,,19.7,
C0UA40,2020-03-21 00:00:00,1121,186,0.4,14.7,0.99,892.4,,3.5,-99,-99,-99,15.3,,12.2,
C0V400,2020-03-21 00:00:00,56,96,1.4,21.8,0.91,1009.1,,0,-99,-99,-99,28.7,,20.7,
C0X130,2020-03-21 00:00:00,27,29,0.3,22.1,0.89,1012.4,,0,-99,-99,-99,30.3,,21.1,
C0A520,2020-03-21 00:00:00,48,0,0,20.7,0.9,1010.8,,0,-99,-99,-99,24,,18.5,
C0U870,2020-03-21 00:00:00,474,0,0.1,17.3,0.98,964,,0,-99,-99,-99,19.1,,16.1,
C0S690,2020-03-21 00:00:00,522,25,0.6,18.1,0.99,958,,0,-99,-99,-99,20.7,,18.1,
C0R150,2020-03-21 00:00:00,105,98,1.2,22.2,0.99,1002.9,,0,-99,-99,-99,30,,21.2,
C0K560,2020-03-21 00:00:00,117,0,0,21.2,0.91,1003.4,,0,-99,-99,-99,28.1,,19.4,
C0X100,2020-03-21 00:00:00,10,348,0.9,22.3,0.96,1013,,0,-99,-99,-99,28.9,,21.4,
C0K460,2020-03-21 00:00:00,60,6,1.9,20.7,0.93,1008.4,,0,-99,-99,-99,27.2,,20.1,
C0M740,2020-03-21 00:00:00,15,9,0.7,20.7,0.91,1013.7,,0,-99,-99,-99,26.8,,20,
C0SA10,2020-03-21 00:00:00,411,324,1.4,18.5,0.98,970.5,,0,-99,-99,-99,23.6,,18.3,
C0C660,2020-03-21 00:00:00,176,217,0.6,19.5,0.95,996,,0,-99,-99,-99,23.6,,18.3,
C0R620,2020-03-21 00:00:00,34,32,3,22.6,0.87,1012.7,,0,-99,-99,-99,25.8,,22.6,
C0R700,2020-03-21 00:00:00,19,35,3,22.2,0.81,1014,,0,-99,-99,-99,27.7,,21.4,
C0F0B0,2020-03-21 00:00:00,311,55,1,18.3,0.98,980.5,,0,-99,-99,-99,24.2,,17.7,
C0O970,2020-03-21 00:00:00,71,107,1.2,19.6,0.94,1007.8,,0,-99,-99,-99,30.9,,18.8,
C0F9P0,2020-03-21 00:00:00,26,48,1.2,21,0.99,1013.8,,0,-99,-99,-99,23.5,,19.2,
C0R560,2020-03-21 00:00:00,22,99,0.7,22.7,0.85,1014,,0,-99,-99,-99,28.2,,21.1,
C0X220,2020-03-21 00:00:00,26,13,1.1,20.6,0.88,1013.1,,0,-99,-99,-99,27,,20.4,
C0M680,2020-03-21 00:00:00,37,0,0,21,0.95,1013.4,,0,-99,-99,-99,28.3,,20.2,
C0S710,2020-03-21 00:00:00,382,359,1.8,18.5,1,974.8,,0,-99,-99,-99,21.1,,18.1,
C0F9T0,2020-03-21 00:00:00,111,329,0.6,20.7,0.94,1002.5,,0,-99,-99,-99,24.7,,19.6,
C0F9N0,2020-03-21 00:00:00,75,111,1.1,22.1,0.89,1007.3,,0,-99,-99,-99,27.5,,20.6,
C0C630,2020-03-21 00:00:00,209,210,1.6,19.8,0.9,991.9,,0,-99,-99,-99,22.9,,17.5,
C0D550,2020-03-21 00:00:00,1956,0,0.2,11.3,0.79,813.2,,0,-99,-99,-99,17.4,,9.4,
C0T9E0,2020-03-21 00:00:00,415,0,0,17.9,0.96,971.4,,14.5,-99,-99,-99,19.1,,16.5,
C0U960,2020-03-21 00:00:00,1885,255,1.3,9.5,0.99,816.7,,1,-99,-99,-99,12.1,,8.8,
C0U950,2020-03-21 01:00:00,1012,143,6.4,15,1,904.9,,0,-99,-99,-99,15,,14.9,
C0R260,2020-03-21 01:00:00,76,0,0.2,21.4,0.93,1006.5,,0,-99,-99,-99,21.9,,21.4,
C0G880,2020-03-21 01:00:00,92,348,0.4,21,0.9,1004.9,,0,-99,-99,-99,21.2,,21,
C0R520,2020-03-21 01:00:00,18,88,0.9,22.8,0.9,1013.5,,0,-99,-99,-99,23.3,,22.8,
C0O810,2020-03-21 01:00:00,161,322,0.3,21.1,0.99,997.7,,0,-99,-99,-99,21.1,,20.8,
C0E790,2020-03-21 01:00:00,344,0,0,18.5,1,975.9,,0,-99,-99,-99,18.8,,18.4,
C0F9Y0,2020-03-21 01:00:00,3313,259,3.7,4.2,0.35,687,,0,14.2,258,,4.8,,4.1,
C0S930,2020-03-21 01:00:00,248,277,0.7,19.3,0.99,988.7,,0,-99,-99,-99,19.4,,19.3,
C0M770,2020-03-21 01:00:00,164,0,0.2,21,1,996.4,,0,-99,-99,-99,21,,20.8,
C0R470,2020-03-21 01:00:00,103,1,0.7,22.1,0.9,1004.5,,0,-99,-99,-99,22.1,,21.6,
C0W120,2020-03-21 01:00:00,58,-99,-99,20.5,0.88,1009.4,,0,-99,-99,-99,20.6,,20.5,
C0V350,2020-03-21 01:00:00,36,269,0.5,20.1,0.93,1012.7,,0,-99,-99,-99,20.5,,20.1,
CM0160,2020-03-21 01:00:00,159,0,0,20.2,0.91,998.9,,0,-99,-99,-99,20.7,,20.2,
C0V500,2020-03-21 01:00:00,6,26,0.7,23.7,0.79,1013.2,,0,-99,-99,-99,23.8,,23.6,
C0S950,2020-03-21 01:00:00,415,0,0.2,18.5,1,968.6,,-99,-99,-99,-99,18.5,,18.4,
C0X190,2020-03-21 01:00:00,10,0,0.2,21.5,0.89,1014.2,,0,-99,-99,-99,21.6,,21.5,
C0A560,2020-03-21 01:00:00,405,0,0.1,15.8,1,970.8,,0,-99,-99,-99,16.3,,15.8,
C0K400,2020-03-21 01:00:00,65,0,0,21,0.99,1008.8,,0,-99,-99,-99,21,,20.9,
C0A650,2020-03-21 01:00:00,287,49,0.4,17.1,0.99,983.2,,-99,-99,-99,-99,17.6,,17.1,
C0U750,2020-03-21 01:00:00,398,200,5.6,17.2,1,970.2,,0,-99,-99,-99,17.6,,17.1,
C0M730,2020-03-21 01:00:00,40,0,0,23.3,0.8,1010.3,,0,-99,-99,-99,23.8,,22.4,
C0Z061,2020-03-21 01:00:00,174,0,0.1,19.4,0.99,1000,,0,-99,-99,-99,19.6,,19.4,
C0M670,2020-03-21 01:00:00,43,10,0.7,21.1,0.89,1010.2,,0,-99,-99,-99,21.1,,21,
C0I530,2020-03-21 01:00:00,3014,238,9.1,2.5,0.95,701.1,,-99,-99,-99,-99,3.1,,2.5,
C0A880,2020-03-21 01:00:00,6,0,0.2,18.8,0.96,1014,,0,-99,-99,-99,19,,18.7,
C0O830,2020-03-21 01:00:00,127,116,0.9,20.2,0.99,1001.4,,0,-99,-99,-99,20.2,,19.8,
C0S760,2020-03-21 01:00:00,1621,0,0,12.3,1,841.6,,0,-99,-99,-99,12.6,,12.3,
C0X160,2020-03-21 01:00:00,26,32,1.2,21.9,1,1011.8,,0,-99,-99,-99,22.2,,21.9,
C0C490,2020-03-21 01:00:00,157,333,0.3,20.2,0.9,997.4,,0,-99,-99,-99,20.6,,20,
C0F970,2020-03-21 01:00:00,145,106,1,19.8,0.87,998.2,,0,-99,-99,-99,20.1,,19.7,
C0R440,2020-03-21 01:00:00,1654,335,3.2,14.5,0.84,836.4,,0,-99,-99,-99,14.9,,14.1,
C0M690,2020-03-21 01:00:00,33,360,1,20.6,0.94,1011,,0,-99,-99,-99,21,,20.6,
C0V690,2020-03-21 01:00:00,30,43,1.7,23.2,0.83,1012.6,,0,-99,-99,-99,23.3,,23.2,
C0Z210,2020-03-21 01:00:00,126,0,0.1,19,0.99,1003.5,,0,-99,-99,-99,19.4,,19,
C0U770,2020-03-21 01:00:00,5,302,2.1,19.6,0.99,1016.4,,0,-99,-99,-99,19.7,,19.6,
C0Z080,2020-03-21 01:00:00,298,0,0,18.2,0.99,982.5,,0,-99,-99,-99,18.5,,18.2,
C0G640,2020-03-21 01:00:00,17,24,0.5,20.5,0.97,1016.2,,0,-99,-99,-99,20.6,,20.4,
C0X200,2020-03-21 01:00:00,61,57,0.3,19.7,0.99,1008.2,,0,-99,-99,-99,19.9,,19.7,
C0U900,2020-03-21 01:00:00,63,0,0,19.4,0.99,1010.6,,0,-99,-99,-99,19.6,,19.3,
C0Z230,2020-03-21 01:00:00,31,300,0.9,20.2,0.9,1014.2,,0,-99,-99,-99,20.2,,20,
C0F9O0,2020-03-21 01:00:00,175,0,0,20.2,1,995.3,,0,-99,-99,-99,20.5,,20.2,
C0C540,2020-03-21 01:00:00,46,233,1.1,19.5,0.94,1010.4,,0,-99,-99,-99,19.6,,19.5,
C0G770,2020-03-21 01:00:00,15,30,0.7,21.6,0.91,1013.9,,0,-99,-99,-99,21.8,,21.6,
